siren;denomination;categorie_juridique;tranche_effectif;population;present_fichier_odf;obligation_publication;latitude;longitude;adresse
59804062;REGIE DES TRANSPORTS METROPOLITAINS;4110;51;-1;False;non_connu;;;
68801646;REGIE DEPARTEMENTALE DE TRANSPORTS DES BOUCHES DU RHONE;4150;41;-1;False;non_connu;;;
130001530;DIRECTION INTERDEPARTEMENTALE DES ROUTES EST;7172;41;-1;False;non_connu;48.694502;6.196012;10 AU 16 10 PROMENADE DES CANAUX 54000 NANCY BP 82120 54021 NANCY CEDEX
130001563;DIRECTION INTERDEPARTEMENTALE DES ROUTES MASSIF-CENTRAL;7172;32;-1;False;non_connu;;;
130001571;DIRECTION INTERDEPARTEMENTALE DES ROUTES NORD;7172;41;-1;False;non_connu;;;
130001670;DIRECTION INTERDEPARTEMENTALE DES ROUTES SUD-OUEST;7172;32;-1;False;non_connu;;;
130001688;DIRECTION INTERDEPARTEMENTALE DES ROUTES CENTRE-OUEST;7172;32;-1;False;non_connu;;;
130001696;DIRECTION INTERDEPARTEMENTALE DES ROUTES NORD-OUEST;7172;41;-1;False;non_connu;;;
130001704;DIRECTION INTERDEPARTEMENTALE DES ROUTES OUEST;7172;41;-1;False;non_connu;;;
130001712;DIRECTION INTERDEPARTEMENTALE DES ROUTES ATLANTIQUE;7172;32;-1;False;non_connu;;;
130001738;DIRECTION INTERDEPARTEMENTALE DES ROUTES CENTRE-EST;7172;41;-1;False;non_connu;;;
130001761;DIRECTION INTERDEPARTEMENTALE DES ROUTES MEDITERRANEE;7172;41;-1;False;non_connu;43.303663;5.377602;16 RUE ANTOINE ZATTARA 13003 MARSEILLE 3 CS 70248 13331 MARSEILLE CEDEX 03
130002900;INSTITUT FORMATION DES MAITRES DE NOUVELLE CALEDONIE;7379;non_connu;-1;False;non_connu;-22.297479;166.446846;ANSE VATA 14 RUE PIERRE SAUVAN 98800 NOUMEA BP 8036
130003346;PREFECTURE DE MAYOTTE;7172;non_connu;-1;False;non_connu;-12.776704;45.228826;KAWENI AV DE LA PREFECTURE 97600 MAMOUDZOU BP 676
130003478;DIRECTION INTERDEPARTEMENTALE DE LA POLICE AUX FRONTIERES - LE MESNIL-AMELOT;7172;32;-1;False;non_connu;49.020104;2.587371;DIRECTION ADMINISTRATIVE 4 RUE DE PARIS 77990 LE MESNIL-AMELOT
130003601;DIRECTION REGIONALE DES DOUANES MAYOTTE;7172;non_connu;-1;False;non_connu;-12.780459;45.230182;IMMEUBLE JACARANDA RUE MARIAZE 97600 MAMOUDZOU BP 404
130004773;GROUPEMENT EUROPEEN DE COOPERATION TERRITORIALE EUROMETROPOLE LILLE - KORTRIJK - TOURNAI;7355;non_connu;2637650;False;non_connu;50.642781;3.077007;1 RUE DU BALLON 59800 LILLE BP 749 59034 LILLE CEDEX
130006554;FARE TAMA HAU MAISON ENFANT ADOLESCENT EN DIFFICULTE;7379;non_connu;-1;False;non_connu;;;120 RUE DE FARE UTE 98713 PAPEETE
130007230;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES HERAULT;7172;42;-1;False;non_connu;;;
130007248;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES MARNE;7172;41;-1;False;non_connu;;;
130007263;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES SOMME;7172;41;-1;False;non_connu;;;
130007271;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES INDRE;7172;32;-1;False;non_connu;;;
130007289;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES LANDES;7172;41;-1;False;non_connu;;;
130007297;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES HAUTS DE SEINE;7172;51;-1;False;non_connu;;;
130007750;DIRECTION DEPARTEMENTALE DES TERRITOIRES DROME;7172;22;-1;False;non_connu;44.935113;4.889394;4 PL RENE LAENNEC 26000 VALENCE
130007784;DIRECTION DEPARTEMENTALE DES TERRITOIRES AVEYRON;7172;22;-1;False;non_connu;44.358781;2.562552;BOURRAN 9 RUE DE BRUXELLES 12000 RODEZ BP 3370 12033 RODEZ CEDEX 9
130007818;DIRECTION DEPARTEMENTALE DES TERRITOIRES HAUTES-ALPES;7172;22;-1;False;non_connu;44.670801;6.075874;3 PL DU CHAMPSAUR 05000 GAP BP 98 05007 GAP CEDEX
130008147;DIRECTION DEPARTEMENTALE TERRITOIRES PUY-DE-DOME;7172;22;-1;False;non_connu;45.769789;3.085484;7 RUE LEO LAGRANGE 63000 CLERMONT-FERRAND 63033 CLERMONT FERRAND CEDEX 1
130008154;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER SEINE-MARITIME;7172;32;-1;False;non_connu;49.435358;1.089835;CITE ADMINISTRATIVE 2 RUE SAINT SEVER 76100 ROUEN 76032 ROUEN CEDEX
130008162;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS ISERE;7172;21;-1;False;non_connu;45.19287;5.712338;22 AV DOYEN LOUIS WEIL 38000 GRENOBLE CS 6 38028 GRENOBLE CEDEX 1
130008170;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER MANCHE;7172;31;-1;False;non_connu;49.118489;-1.091358;477 BD DE LA DOLLEE 50000 SAINT-LO BP 60355 50015 ST LO CEDEX
130008188;DIRECTION DEPARTEMENTALE DES TERRITOIRES TARN;7172;22;-1;False;non_connu;43.923708;2.140468;19 RUE DE CIRON 81000 ALBI 81013 ALBI CEDEX 9
130008196;DIRECTION DEPARTEMENTALE DES TERRITOIRES ALLIER;7172;22;-1;False;non_connu;46.561734;3.351947;51 BD SAINT EXUPERY 03400 YZEURE
130008246;DIRECTION DEPARTEMENTALE DES TERRITOIRES SAVOIE;7172;22;-1;False;non_connu;45.589325;5.919601;L ADRET 1 RUE DES CEVENNES 73000 CHAMBERY BP 1106 73011 CHAMBERY CEDEX
130008279;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS PUY-DE-DOME;7172;21;-1;False;non_connu;45.77525;3.172324;20 RUE AIME RUDEL 63370 LEMPDES
130008295;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS MORBIHAN;7172;21;-1;False;non_connu;47.648729;-2.782627;32 BD DE LA RESISTANCE 56000 VANNES CS 92526 56019 VANNES CEDEX
130008311;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER LOIRE-ATLANTIQUE;7172;32;-1;False;non_connu;47.224846;-1.576272;10 BD GASTON SERPETTE 44000 NANTES BP 53606 44036 NANTES CEDEX 1
130008329;DIRECTION DEPARTEMENTALE DES TERRITOIRES HAUTE-SAONE;7172;22;-1;False;non_connu;47.61701;6.157449;24 BD DES ALLIES 70000 VESOUL BP 389 70014 VESOUL CEDEX
130008345;DIRECTION DEPARTEMENTALE DES TERRITOIRES CANTAL;7172;22;-1;False;non_connu;44.924317;2.443595;22 RUE DU 139E R INFANTERIE 15000 AURILLAC BP10414 15004 AURILLAC CEDEX
130008386;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES ALPES MARITIMES;7172;42;-1;False;non_connu;;;
130008394;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES MEUSE;7172;32;-1;False;non_connu;48.77291;5.16565;17 RUE DU GENERAL DE GAULLE 55000 BAR-LE-DUC BP 40513 55012 BAR LE DUC CEDEX
130008402;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES ORNE;7172;32;-1;False;non_connu;;;
130008410;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES PAS DE CALAIS;7172;42;-1;False;non_connu;50.28562;2.777993;5 RUE DU DOCTEUR BRASSART 62000 ARRAS BP30015 62034 ARRAS CEDEX
130008428;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES PYRENEES ORIENTALES;7172;41;-1;False;non_connu;;;
130008436;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES DEUX SEVRES;7172;32;-1;False;non_connu;;;
130008444;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES VOSGES;7172;32;-1;False;non_connu;;;
130008451;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES ESSONNE;7172;42;-1;False;non_connu;;;
130008469;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES VAL DE MARNE;7172;42;-1;False;non_connu;48.777153;2.455778;1 PL DU GEN PIERRE BILLOTTE 94000 CRETEIL
130008493;DIRECTION DEPARTEMENTALE DES TERRITOIRES RHONE;7172;32;-1;False;non_connu;45.760037;4.852634;165 RUE GARIBALDI 69003 LYON 3EME 69401 LYON CEDEX 03
130008501;DIRECTION DEPARTEMENTALE DES TERRITOIRES HAUTE-VIENNE;7172;22;-1;False;non_connu;45.831533;1.266922;22 RUE DES PENITENTS BLANCS 87000 LIMOGES 87032 LIMOGES CEDEX 1
130008519;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS HERAULT;7172;21;-1;False;non_connu;43.618193;3.865591;190 AV DU PERE SOULAS 34090 MONTPELLIER CS 87377 34184 MONTPELLIER CEDEX 4
130008527;DIRECTION DEPARTEMENTALE TERRITOIRES MARNE;7172;22;-1;False;non_connu;48.960794;4.368635;40 BD ANATOLE FRANCE 51000 CHALONS-EN-CHAMPAGNE 51022 CHALONS EN CHAMPAGNE CEDEX
130008568;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER HERAULT;7172;32;-1;False;non_connu;43.601853;3.901579;BATIMENT OZONE 181 PL ERNEST GRANIER 34000 MONTPELLIER CS 60556 34064 MONTPELLIER CEDEX 2
130008592;DIRECTION DEPARTEMENTALE DES TERRITOIRES VOSGES;7172;22;-1;False;non_connu;48.181352;6.441191;22-26 22 AV DUTAC 88000 EPINAL 88026 EPINAL CEDEX
130008634;DIRECTION DEPARTEMENTALE DES TERRITOIRES CHER;7172;22;-1;False;non_connu;47.076463;2.418327;6 PL DE LA PYROTECHNIE 18000 BOURGES
130008642;DIRECTION DEPARTEMENTALE DES TERRITOIRES GERS;7172;22;-1;False;non_connu;;;
130008675;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER MORBIHAN;7172;32;-1;False;non_connu;47.667212;-2.742017;1 ALL GENERAL JEAN LE TROADEC 56000 VANNES BP 520 56019 VANNES CEDEX
130008915;DIRECTION DEPARTEMENTALE TERRITOIRES HAUTE-LOIRE;7172;22;-1;False;non_connu;45.364258;4.201228;13 RUE DES MOULINS 43000 LE PUY-EN-VELAY 43012 LE PUY EN VELAY CEDEX
130008931;DIRECTION DEPARTEMENTALE DES TERRITOIRES HAUTES PYRENEES;7172;22;-1;False;non_connu;43.234589;0.068891;3 RUE LORDAT 65000 TARBES BP 1349 65013 TARBES CEDEX 9
130008980;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS AIN;7172;21;-1;False;non_connu;46.209391;5.22713;9 RUE DE LA GRENOUILLERE 01000 BOURG-EN-BRESSE CS 10411 01012 BOURG EN BRESSE CEDEX
130009004;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER AUDE;7172;22;-1;False;non_connu;43.210333;2.346092;105 BD BARBES 11000 CARCASSONNE 11838 CARCASSONNE CEDEX 9
130009020;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER CALVADOS;7172;31;-1;False;non_connu;49.199503;-0.349029;10 BD GENERAL VANIER 14000 CAEN CS 75224 14052 CAEN CEDEX 4
130009046;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS NORD;7172;22;-1;False;non_connu;50.640572;3.070233;95 BD CARNOT 59800 LILLE
130009061;DIRECTION DEPARTEMENTALE DES TERRITOIRES EURE-ET-LOIR;7172;22;-1;False;non_connu;48.445418;1.48188;17 PL DE LA REPUBLIQUE 28000 CHARTRES 28019 CHARTRES CEDEX
130009095;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER PYRENEES-ORIENTALES;7172;22;-1;False;non_connu;42.705449;2.891897;2 RUE JEAN RICHEPIN 66000 PERPIGNAN
130009111;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER VENDEE;7172;31;-1;False;non_connu;46.665528;-1.414054;19 RUE MONTESQUIEU 85000 LA ROCHE-SUR-YON BP 827 85021 LA ROCHE SUR YON CEDEX
130009178;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS RHONE;7172;21;-1;False;non_connu;45.754257;4.853409;245 RUE GARIBALDI 69003 LYON 3EME 69422 LYON CEDEX 03
130009210;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS PAS-DE-CALAIS;7172;21;-1;False;non_connu;50.291707;2.764172;RUE FERDINAND BUISSON 62000 ARRAS SP 19 62022 ARRAS CEDEX
130009285;DIRECTION DEPARTEMENTALE DES TERRITOIRES AUBE;7172;21;-1;False;non_connu;48.294239;4.081845;1 BD JULES GUESDE 10000 TROYES BP 769 10026 TROYES CEDEX
130009327;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS HAUTE-SAVOIE;7172;21;-1;False;non_connu;45.886104;6.104196;9 RUE BLAISE PASCAL 74600 ANNECY BP 82
130009335;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS FINISTERE;7172;22;-1;False;non_connu;48.006868;-4.109386;2 RUE DE KERIVOAL 29000 QUIMPER DDPP 29 29334 QUIMPER CEDEX
130009350;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS HAUTE-GARONNE;7172;21;-1;False;non_connu;43.608465;1.436373;CITE ADMINISTRATIVE - BAT C RUE DE LA CITE ADMINISTRATIVE 31000 TOULOUSE 31074 TOULOUSE CEDEX 9
130009368;DIRECTION DEPARTEMENTALE DES TERRITOIRES AIN;7172;22;-1;False;non_connu;46.206632;5.221862;23 RUE BOURGMAYER 01000 BOURG-EN-BRESSE BP 410 01012 BOURG EN BRESSE CEDEX
130009384;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS VENDEE;7172;21;-1;False;non_connu;46.665528;-1.414054;19 RUE MONTESQUIEU 85000 LA ROCHE-SUR-YON BP 90795 85020 LA ROCHE SUR YON CEDEX
130009400;DIRECTION DEPARTEMENTALE DES TERRITOIRES YONNE;7172;22;-1;False;non_connu;47.807955;3.562967;3 RUE MONGE 89000 AUXERRE BP 79 89011 AUXERRE CEDEX
130009426;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS COTE-D'OR;7172;21;-1;False;non_connu;;;
130009434;DIRECTION DEPARTEMENTALE DES TERRITOIRES SARTHE;7172;22;-1;False;non_connu;47.996814;0.206706;19 BD PAIXHANS 72000 LE MANS CS 10013 72042 LE MANS CEDEX 9
130009459;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS COTE-D'ARMOR;7172;22;-1;False;non_connu;48.47672;-2.79909;9 RUE DU SABOT 22440 PLOUFRAGAN BP 34
130009483;DIRECTION DEPARTEMENTALE DES TERRITOIRES VIENNE;7172;22;-1;False;non_connu;46.561595;0.369872;20 RUE DE LA PROVIDENCE 86000 POITIERS BP 523 86020 POITIERS CEDEX
130009517;DIRECTION DEPARTEMENTALE DES TERRITOIRES ALPES DE HAUTE-PROVENCE;7172;22;-1;False;non_connu;44.095403;6.230443;AV DEMONTZEY 04000 DIGNE-LES-BAINS BP 211 04002 DIGNE LES BAINS CEDEX
130009525;DIRECTION DEPARTEMENTALE DES TERRITOIRES COTE-D'OR;7172;22;-1;False;non_connu;47.324671;5.05288;57 RUE DE MULHOUSE 21000 DIJON BP 53317 21033 DIJON CEDEX
130009616;DIRECTION DEPARTEMENTALE DES TERRITOIRES DEUX-SEVRES;7172;22;-1;False;non_connu;46.324899;-0.455351;39 AV DE PARIS 79000 NIORT BP 526 79022 NIORT CEDEX
130009657;DIRECTION DEPARTEMENTALE DES TERRITOIRES CREUSE;7172;22;-1;False;non_connu;46.168325;1.871443;CITE ADMINISTRATIVE 17 PL BONNYAUD 23000 GUERET BP 147 23003 GUERET CEDEX
130009756;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS GIRONDE;7172;22;-1;False;non_connu;44.877467;;5 BD JACQUES CHABAN DELMAS 33520 BRUGES CS 60074 33070 BORDEAUX CEDEX
130009764;DIRECTION DEPARTEMENTALE DES TERRITOIRES HAUTE-SAVOIE;7172;22;-1;False;non_connu;;;
130009780;DIRECTION DEPARTEMENTALE DES TERRITOIRES AISNE;7172;22;-1;False;non_connu;49.569356;3.628969;50 BD DE LYON 02000 LAON 02011 LAON CEDEX
130009806;DIRECTION DEPARTEMENTALE TERRITOIRES MAYENNE;7172;22;-1;False;non_connu;48.063522;-0.75542;RUE MAC DONALD 53000 LAVAL BP 23009 53063 LAVAL CEDEX 9
130009830;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS CHARENTE-MARITIME;7172;21;-1;False;non_connu;46.162875;-1.145513;CITE DUPERRE 5 PL DES CORDELIERS 17000 LA ROCHELLE
130009905;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS SARTHE;7172;21;-1;False;non_connu;47.996814;0.206706;19 BD PAIXHANS 72000 LE MANS CS 91631 72016 LE MANS CEDEX 2
130009939;DIRECTION DEPARTEMENTALE DES TERRITOIRES INDRE;7172;22;-1;False;non_connu;43.608465;1.436373;CITE ADMINISTRATIVE BD GEORGE SAND 36000 CHATEAUROUX
130009954;DIRECTION DEPARTEMENTALE TERRITOIRES MEUSE;7172;22;-1;False;non_connu;48.766679;5.173641;14 RUE ANTOINE DURENNE 55000 BAR-LE-DUC BP 10501 55012 BAR LE DUC CEDEX
130009970;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER NORD;7172;32;-1;False;non_connu;50.618658;3.074164;62 BD DE BELFORT 59000 LILLE BP 289 59019 LILLE CEDEX
130009988;DIRECTION DEPARTEMENTALE DES TERRITOIRES DOUBS;7172;22;-1;False;non_connu;47.247785;6.023585;5 VOIE GISELE HALIMI 25000 BESANCON
130010028;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES CALVADOS;7172;41;-1;False;non_connu;49.179727;-0.366113;7 BD BERTRAND 14000 CAEN 14034 CAEN CEDEX 1
130010044;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES VIENNE;7172;41;-1;False;non_connu;46.583716;0.346231;11 RUE RIFFAULT 86000 POITIERS 86020 POITIERS CEDEX
130010069;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES ALPES DE HAUTE PROVENCE;7172;32;-1;False;non_connu;;;
130010085;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES AUDE;7172;41;-1;False;non_connu;43.211236;2.361059;CITE ADMINISTRATIVE PL GASTON JOURDANNE 11000 CARCASSONNE CS 80001 11807 CARCASSONNE CEDEX 9
130010101;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES COTES D'ARMOR;7172;41;-1;False;non_connu;;;
130010119;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES DROME;7172;41;-1;False;non_connu;;;
130010135;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER BOUCHES-DU-RHONE;7172;32;-1;False;non_connu;43.303663;5.377602;16 RUE ANTOINE ZATTARA 13003 MARSEILLE 3 13332 MARSEILLE CEDEX 03
130010168;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES EURE ET LOIR;7172;41;-1;False;non_connu;;;
130010176;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES MANCHE;7172;41;-1;False;non_connu;;;
130010184;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES MORBIHAN;7172;41;-1;False;non_connu;47.661376;-2.759889;35 BD DE LA PAIX 56000 VANNES BP 510 56019 VANNES CEDEX
130010192;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES PYRENEES ATLANTIQUES;7172;41;-1;False;non_connu;;;
130010200;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES CHER;7172;32;-1;False;non_connu;47.080852;2.407579;2 BD LAHITOLLE 18000 BOURGES
130010218;DIRECTION DEPARTEMENTALE DES TERRITOIRES BAS-RHIN;7172;32;-1;False;non_connu;48.577803;7.761843;14 RUE DU MARECHAL JUIN 67000 STRASBOURG BP 61003 67070 STRASBOURG CEDEX
130010226;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES VENDEE;7172;41;-1;False;non_connu;;;
130010267;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES TERRITOIRE BELFORT;7172;22;-1;False;non_connu;47.633926;6.857491;9 B FG DE MONTBELIARD 90000 BELFORT BP 10489 90016 BELFORT CEDEX
130010275;DIRECTION DEPARTEMENTALE DES TERRITOIRES INDRE-ET-LOIRE;7172;22;-1;False;non_connu;47.383722;0.691068;61 AV DE GRAMMONT 37000 TOURS 37041 TOURS CEDEX 1
130010283;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER GARD;7172;31;-1;False;non_connu;43.826869;4.334939;89 RUE WEBER 30900 NIMES CS 52002 30907 NIMES CEDEX 2
130010291;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER CHARENTE-MARITIME;7172;32;-1;False;non_connu;46.162903;-1.14575;89 AV DES CORDELIERS 17000 LA ROCHELLE 17018 LA ROCHELLE CEDEX 1
130010317;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS LOIRE-ATLANTIQUE;7172;22;-1;False;non_connu;47.208112;-1.544726;10 BD GASTON DOUMERGUE 44200 NANTES BP 76315 44263 NANTES CEDEX 2
130010325;DIRECTION DEPARTEMENTALE TERRITOIRES LOIR-ET-CHER;7172;22;-1;False;non_connu;47.601386;1.343613;31 MAIL PIERRE CHARLOT 41000 BLOIS
130010341;DIRECTION DEPARTEMENTALE TERRITOIRES MAINE-ET-LOIRE;7172;31;-1;False;non_connu;47.462727;-0.552469;15 B RUE DUPETIT THOUARS 49000 ANGERS 49047 ANGERS CEDEX 01
130010366;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER PAS-DE-CALAIS;7172;32;-1;False;non_connu;50.300465;2.740592;100 AV WINSTON CHURCHILL 62000 ARRAS SP 7 62022 ARRAS CEDEX
130010374;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS BAS-RHIN;7172;21;-1;False;non_connu;48.577803;7.761843;CITE ADMINISTRATIVE GAUJOT 14 RUE DU MARECHAL JUIN 67000 STRASBOURG CS 50016 67084 STRASBOURG CEDEX
130010390;DIRECTION DEPARTEMENTALE DES TERRITOIRES ARDENNES;7172;22;-1;False;non_connu;49.754435;4.707938;3 RUE DES GRANGES MOULUES 08000 CHARLEVILLE-MEZIERES BP 852 08011 CHARLEVILLE MEZIERES CEDEX
130010408;DIRECTION DEPARTEMENTALE TERRITOIRES LOT;7172;22;-1;False;non_connu;44.44201;1.440702;127 QUAI EUGENE CAVAIGNAC 46000 CAHORS 46009 CAHORS CEDEX 9
130010432;DIRECTION DEPARTEMENTALE PROTECTION POPULATIONS LOIRE;7172;21;-1;False;non_connu;45.421791;4.395676;IMMEUBLE LE CONTINENTAL 10 RUE CLAUDIUS BUARD 42100 SAINT-ETIENNE CS 40272 42014 ST ETIENNE CEDEX 2
130010465;DIRECTION DEPARTEMENTALE TERRITOIRES MEURTHE-ET-MOSELLE;7172;31;-1;False;non_connu;48.695214;6.187501;CITE ADMINISTRATIVE 45 RUE STE CATHERINE 54000 NANCY CS 60025 54035 NANCY CEDEX
130010473;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER FINISTERE;7172;32;-1;False;non_connu;48.01392;-4.093872;2 BD DU FINISTERE 29000 QUIMPER 29325 QUIMPER CEDEX
130010481;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER LANDES;7172;22;-1;False;non_connu;43.895393;-0.485704;351 BD SAINT MEDARD 40000 MONT-DE-MARSAN BP 40012 40012 MONT DE MARSAN CEDEX
130010523;DIRECTION DEPARTEMENTALE TERRITOIRES LOT-ET-GARONNE;7172;22;-1;False;non_connu;44.193801;0.635285;1722 AV DE COLMAR 47000 AGEN 47916 AGEN CEDEX 9
130010572;DIRECTION DEPARTEMENTALE TERRITOIRES NIEVRE;7172;22;-1;False;non_connu;46.987004;3.163323;2 RUE DES PATIS 58000 NEVERS BP 30069 58020 NEVERS CEDEX
130010606;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS SEINE-MARITIME;7172;21;-1;False;non_connu;;;
130010622;DIRECTION DEPARTEMENTALE TERRITOIRES LOIRE;7172;22;-1;False;non_connu;45.439969;4.397726;2 AV GRUNER 42000 SAINT-ETIENNE CS 90509 42007 ST ETIENNE CEDEX 1
130010655;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS MAINE-ET-LOIRE;7172;21;-1;False;non_connu;47.462727;-0.552469;CITE ADMINISTRATIVE 15 B RUE DUPETIT THOUARS 49000 ANGERS 49047 ANGERS CEDEX 01
130010671;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER COTES-D'ARMOR;7172;32;-1;False;non_connu;48.515154;-2.766206;1 RUE DU PARC 22000 SAINT-BRIEUC BP 2256 22022 ST BRIEUC CEDEX 1
130010697;DIRECTION DEPARTEMENTALE TERRITOIRES MOSELLE;7172;22;-1;False;non_connu;49.125432;6.166798;17 QUAI PAUL WILTZER 57000 METZ BP 31035 57036 METZ CEDEX 01
130010721;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS PYRENEES-ATLANTIQUES;7172;21;-1;False;non_connu;42.576456;;2 RUE PIERRE BONNARD 64000 PAU CS 70590 64010 PAU CEDEX
130010739;DIRECTION DEPARTEMENTALE DES TERRITOIRES SAONE-ET-LOIRE;7172;22;-1;False;non_connu;46.313165;4.838961;37 BD HENRI DUNANT 71000 MACON BP 94029 71040 MACON CEDEX 9
130010747;DIRECTION DEPARTEMENTALE DES TERRITOIRES HAUTE-GARONNE;7172;31;-1;False;non_connu;43.608465;1.436373;CITE ADMINISTRATIVE BD ARMAND DUPORTAL 31000 TOULOUSE 31074 TOULOUSE CEDEX 9
130010762;DIRECTION DEPARTEMENTALE DE LA PROTECTION DES POPULATIONS MANCHE;7172;21;-1;False;non_connu;49.118489;-1.091358;477 BD DE LA DOLLEE 50000 SAINT-LO BP 90286 50006 ST LO CEDEX
130010788;DIRECTION DEPARTEMENTALE TERRITOIRES ORNE;7172;22;-1;False;non_connu;48.431693;0.09341;CITE ADMINISTRATIVE PL DU GENERAL BONET 61000 ALENCON
130010812;DIRECTION DEPARTEMENTALE DES TERRITOIRES CORSE-DU-SUD;7172;22;-1;False;non_connu;41.919906;8.728176;TERRE-PLEIN DE LA GARE PL DE LA GARE 20090 AJACCIO 20302 AJACCIO CEDEX 9
130010820;DIRECTION DEPARTEMENTALE DES TERRITOIRES DORDOGNE;7172;22;-1;False;non_connu;45.179818;0.710799;CITE ADMINISTRATIVE BUGEAUD 18 RUE 26EME RGT D INFANTERIE 24000 PERIGUEUX 24016 PERIGUEUX CEDEX
130010846;DIRECTION DEPARTEMENTALE DES TERRITOIRES ET DE LA MER SOMME;7172;22;-1;False;non_connu;49.891722;2.310367;35 RUE DE LA VALLEE 80000 AMIENS
130010853;DIRECTION DEPARTEMENTALE TERRITOIRES OISE;7172;22;-1;False;non_connu;49.43447;2.08016;BD AMYOT D INVILLE 60000 BEAUVAIS BP 317 60021 BEAUVAIS CEDEX
130010903;DIRECTION DEPARTEMENTALE DES TERRITOIRES CORREZE;7172;22;-1;False;non_connu;45.264533;1.768809;CITE JEAN MONTALAT PL MARTIAL BRIGOULEIX 19000 TULLE BP 314 19011 TULLE CEDEX
130010911;DIRECTION DEPARTEMENTALE DES TERRITOIRES HAUTE-CORSE;7172;22;-1;False;non_connu;42.698755;9.445367;8 BD BENOITE DANESI 20200 BASTIA 20411 BASTIA CEDEX 9
